Date,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,tournament_type,prob_1,prob_2,target,elo_p1,elo_p2,elo_diff,elo_global_p1,elo_global_p2,elo_global_diff
2008-09-09,Hard,1st Round,Pennetta F.,King V.,Pennetta F.,16,100,1525,350,1.16,4.5,7-6 6-1 ,WTA250_o_menor,0.7950530035335689,0.204946996466431,1,1674.1052358651632,1474.786633693517,199.31860217164626,1722.8437320903222,1441.2902885625895,281.5534435277327
2008-09-10,Hard,2nd Round,Craybas J.,Domachowska M.,Domachowska M.,76,57,447,554,2.5,1.5,3-6 7-6 4-6,WTA250_o_menor,0.375,0.625,0,1480.6410567083258,1539.270556626539,-58.62949991821324,1470.5012035904122,1550.1581597618742,-79.65695617146207
2008-09-10,Hard,2nd Round,Hantuchova D.,Savchuk O.,Hantuchova D.,11,121,1847,291,1.2,4.33,6-1 7-5 ,WTA250_o_menor,0.783001808318264,0.2169981916817359,1,1624.0601582217118,1444.6417780672957,179.41838015441613,1633.0294766073866,1451.3816841216706,181.64779248571608
2008-09-10,Hard,2nd Round,Amanmuradova A.,Schiavone F.,Schiavone F.,78,28,437,981,3.5,1.28,3-6 2-6 ,WTA250_o_menor,0.2677824267782427,0.7322175732217574,0,1484.917157364274,1569.7425563494808,-84.82539898520668,1475.676293890303,1594.8227796696335,-119.14648577933053
2008-09-10,Hard,2nd Round,Schnyder P.,Yuan M.,Schnyder P.,13,98,1702,357,1.16,4.5,6-2 7-5 ,WTA250_o_menor,0.7950530035335689,0.204946996466431,1,1632.9879993128093,1485.1030025619664,147.8849967508429,1684.5235466943486,1447.387678442239,237.13586825210973
2008-09-11,Hard,2nd Round,Peng S.,Chan Y.J.,Chan Y.J.,40,59,705,531,1.4,2.75,1-6 5-7 ,WTA250_o_menor,0.6626506024096386,0.3373493975903614,0,1534.1636388850961,1510.5506941536553,23.612944731440848,1558.977164653684,1514.8490335434428,44.128131110241156
2008-09-11,Hard,2nd Round,Pennetta F.,Rodionova A.,Pennetta F.,16,77,1525,438,1.14,5.0,6-3 7-5 ,WTA250_o_menor,0.8143322475570033,0.1856677524429967,1,1681.816268564243,1459.9659195310644,221.85034903317865,1728.1269704718354,1404.8270022881977,323.2999681836377
2008-09-11,Hard,2nd Round,Garbin T.,Petrova N.,Petrova N.,62,22,522,1181,5.5,1.12,1-6 1-6 ,WTA250_o_menor,0.1691842900302115,0.8308157099697885,0,1549.6351784294075,1665.0919937440672,-115.4568153146597,1498.6784070582232,1738.777644924029,-240.09923786580566
2008-09-11,Hard,2nd Round,Paszek T.,Errani S.,Paszek T.,85,41,401,701,1.83,1.83,6-0 7-6 ,WTA250_o_menor,0.5,0.5,1,1593.5881329177048,1615.6815464544131,-22.09341353670834,1579.2223596970844,1663.939082967864,-84.71672327077954
2008-09-12,Hard,Quarterfinals,Schiavone F.,Petrova N.,Petrova N.,28,22,981,1181,2.75,1.4,4-6 3-6 ,WTA250_o_menor,0.3373493975903614,0.6626506024096386,0,1581.912011756667,1675.9624550954964,-94.05044333882938,1605.5413126390433,1745.1990325388279,-139.65771989978452
2008-09-12,Hard,Quarterfinals,Schnyder P.,Domachowska M.,Schnyder P.,13,57,1702,554,1.16,4.5,6-2 6-2 ,WTA250_o_menor,0.7950530035335689,0.204946996466431,1,1642.561163565614,1552.5959083512237,89.96525521439025,1691.0329398630251,1562.5527737725681,128.48016609045703
2008-09-12,Hard,Quarterfinals,Chan Y.J.,Hantuchova D.,Hantuchova D.,59,11,531,1847,3.5,1.28,6-7 6-4 2-6,WTA250_o_menor,0.2677824267782427,0.7322175732217574,0,1527.6364392590592,1632.4613959627648,-104.82495670370554,1532.870351595024,1641.3514457480962,-108.48109415307226
2008-09-12,Hard,Quarterfinals,Paszek T.,Pennetta F.,Paszek T.,85,16,401,1525,2.62,1.44,4-6 6-0 6-2,WTA250_o_menor,0.354679802955665,0.645320197044335,1,1610.6042030250605,1688.7938311308426,-78.18962810578205,1599.0481860880413,1732.4335002915645,-133.3853142035232
2008-09-13,Hard,Semifinals,Petrova N.,Schnyder P.,Schnyder P.,22,13,1181,1702,1.4,2.75,5-7 1-6 ,WTA250_o_menor,0.6626506024096386,0.3373493975903614,0,1687.7340538652877,1654.5082903060904,33.225763559197276,1755.0929374805114,1701.371932640477,53.72100484003431
2008-09-13,Hard,Semifinals,Paszek T.,Hantuchova D.,Paszek T.,85,11,401,1847,2.1,1.66,6-2 5-7 6-4,WTA250_o_menor,0.4414893617021276,0.5585106382978724,1,1630.1453864665634,1643.7753615099587,-13.629975043395234,1620.9058107485878,1652.5119609368815,-31.606150188293668
2008-09-14,Hard,The Final,Paszek T.,Schnyder P.,Schnyder P.,85,13,401,1702,2.87,1.4,3-6 0-6 ,WTA250_o_menor,0.3278688524590163,0.6721311475409837,0,1646.7727482079094,1672.0337458106785,-25.260997602769066,1638.357325953266,1719.8263475548104,-81.46902160154445
2008-09-15,Hard,1st Round,Lu J.J.,Dzehalevich E.,Lu J.J.,493,136,33,248,3.5,1.28,7-6 6-2 ,WTA500,0.2677824267782427,0.7322175732217574,1,1500.0,1484.0,16.0,1500.0,1418.1333526176509,81.86664738234913
2008-09-15,Hard,1st Round,Zhang S.,Knapp K.,Knapp K.,223,70,128,469,1.72,2.0,6-7 6-1 1-6,WTA500,0.5376344086021505,0.4623655913978494,0,1419.8010511632901,1472.0540079712025,-52.25295680791237,1408.0377699408796,1489.699953401715,-81.66218346083542
2008-09-15,Hard,1st Round,Koryttseva M.,Amanmuradova A.,Koryttseva M.,54,79,580,447,2.0,1.72,6-4 6-4 ,WTA500,0.4623655913978494,0.5376344086021505,1,1498.1033588357166,1472.7477019570879,25.35565687862868,1554.5419712650275,1464.9577609208932,89.58421034413436
2008-09-15,Hard,1st Round,Pavlyuchenkova A.,Kudryavtseva A.,Kudryavtseva A.,76,82,455,413,1.83,1.83,4-6 6-4 3-6,WTA500,0.5,0.5,0,1502.0622224122021,1431.3555351330183,70.70668727918383,1543.2023983283434,1453.9886485921893,89.21374973615411
2008-09-15,Hard,1st Round,Olaru I.,Kapros A.,Olaru I.,122,310,297,77,1.11,6.0,6-7 6-4 6-1,WTA500,0.8438818565400843,0.1561181434599156,1,1512.1270351714509,1500.0,12.12703517145087,1494.6818975236322,1500.0,-5.318102476367812
2008-09-15,Hard,1st Round,Yan Z.,Govortsova O.,Govortsova O.,102,46,347,645,2.62,1.44,3-6 2-6 ,WTA500,0.354679802955665,0.645320197044335,0,1488.270704354826,1517.8578337176411,-29.587129362815176,1429.3029199413995,1549.707014091574,-120.40409415017439
2008-09-16,Hard,1st Round,Rus A.,Wickmayer Y.,Rus A.,233,67,121,486,3.0,1.36,6-7 6-2 6-4,WTA500,0.3119266055045871,0.6880733944954128,1,1500.0,1461.1315245001656,38.8684754998344,1484.0973888350254,1476.6742511323005,7.423137702724944
2008-09-16,Hard,1st Round,Han X.,Parmentier P.,Parmentier P.,263,50,100,601,4.0,1.22,1-6 5-7 ,WTA500,0.2337164750957854,0.7662835249042146,0,1500.0,1503.3900416011743,-3.390041601174289,1497.45436075613,1541.6396925126767,-44.1853317565467
2008-09-16,Hard,1st Round,Xu Y.F.,Dubois S.,Xu Y.F.,313,115,75,309,4.5,1.16,6-3 6-1 ,WTA500,0.204946996466431,0.7950530035335689,1,1466.286078612457,1493.4800396298594,-27.193961017402444,1467.4611800764383,1443.2890960123216,24.17208406411669
2008-09-16,Hard,1st Round,Pivovarova A.,Craybas J.,Craybas J.,172,78,184,452,1.9,1.8,2-6 4-6 ,WTA500,0.4864864864864864,0.5135135135135135,0,1459.6337437312477,1467.3157049836411,-7.681961252393421,1461.8614895382884,1458.1065895797183,3.7548999585701495
2008-09-16,Hard,1st Round,Dulko G.,Poutchek T.,Dulko G.,44,164,651,192,1.57,2.25,7-6 3-6 6-4,WTA500,0.5890052356020942,0.4109947643979057,1,1476.763934050403,1397.5694470996345,79.19448695076835,1569.0445804626627,1405.1351207230225,163.90945973964017
2008-09-16,Hard,1st Round,Sun T.,Zheng J.,Zheng J.,254,33,106,850,8.0,1.06,0-6 1-6 ,WTA500,0.1169977924944812,0.8830022075055188,0,1504.06473071804,1520.8462935362722,-16.78156281823226,1502.8514158568996,1645.6855129410476,-142.83409708414797
2008-09-17,Hard,1st Round,Paszek T.,Lee Y.R.,Paszek T.,63,185,515,164,1.07,7.5,6-0 6-4 ,WTA500,0.8751458576429404,0.1248541423570595,1,1631.9340145886974,1490.7795489245623,141.15446566413516,1626.0418296981215,1493.5790389166814,132.46279078144016
2008-09-17,Hard,1st Round,Rodionova A.,Zvonareva V.,Zvonareva V.,75,9,457,2087,6.0,1.11,1-6 2-6 ,WTA500,0.1561181434599156,0.8438818565400843,0,1452.9883569644649,1665.2762327406563,-212.2878757761914,1400.5204724684686,1695.5640513789133,-295.0435789104447
2008-09-17,Hard,1st Round,Pin C.,Chen Y.,Pin C.,88,369,386,58,,,6-2 6-3 ,WTA500,,,1,1487.1138324639155,1500.0,-12.886167536084486,1484.611386990908,1500.0,-15.388613009092069
2008-09-17,Hard,1st Round,Santangelo M.,Peng S.,Peng S.,183,40,166,715,3.3,1.3,4-6 2-6 ,WTA500,0.2826086956521739,0.717391304347826,0,1535.3310095122888,1517.0778937796922,18.253115732596598,1528.823254582779,1540.9558466021028,-12.132592019323738
2008-09-17,Hard,2nd Round,Craybas J.,Govortsova O.,Craybas J.,78,46,452,645,2.37,1.53,6-2 7-5 ,WTA500,0.3923076923076922,0.6076923076923076,1,1482.9619952321277,1532.4985802331041,-49.5365850009764,1474.2795023810224,1560.3740043144423,-86.0945019334199
2008-09-17,Hard,2nd Round,Koryttseva M.,Knapp K.,Knapp K.,54,70,580,469,1.44,2.62,4-6 4-6 ,WTA500,0.645320197044335,0.354679802955665,0,1512.9377562832408,1485.6656506945342,27.27210558870661,1566.5055244061566,1502.0070270245888,64.49849738156786
2008-09-18,Hard,2nd Round,Paszek T.,Parmentier P.,Paszek T.,63,50,515,601,1.36,3.0,6-2 2-6 6-3,WTA500,0.6880733944954128,0.3119266055045871,1,1641.769127640361,1519.233929370274,122.535198270087,1636.2210304074922,1555.6157823692051,80.60524803828707
2008-09-18,Hard,2nd Round,Xu Y.F.,Zvonareva V.,Zvonareva V.,313,9,75,2087,10.0,1.04,1-6 6-7 ,WTA500,0.0942028985507246,0.9057971014492752,0,1483.535855680864,1672.5587892144792,-189.0229335336153,1482.3498070459123,1700.5135997521772,-218.16379270626499
2008-09-18,Hard,2nd Round,Zheng J.,Olaru I.,Zheng J.,33,122,850,297,1.14,5.0,6-4 6-0 ,WTA500,0.8143322475570033,0.1856677524429967,1,1536.074074446321,1527.5687912510941,8.505283195226866,1655.4548824659573,1510.926786068167,144.52809639779025
2008-09-18,Hard,2nd Round,Lu J.J.,Peng S.,Peng S.,493,40,33,715,8.0,1.06,3-6 4-6 ,WTA500,0.1169977924944812,0.8830022075055188,0,1515.263693206478,1533.9177083071322,-18.654015100654306,1512.2981605301397,1556.3973470911046,-44.09918656096488
2008-09-18,Hard,2nd Round,Pin C.,Kudryavtseva A.,Pin C.,88,82,386,413,2.0,1.72,2-6 6-0 6-2,WTA500,0.4623655913978494,0.5376344086021505,1,1503.7069904473885,1450.5674779936621,53.13951245372641,1501.3195957531411,1474.0091166083778,27.31047914476335
2008-09-18,Hard,2nd Round,Dulko G.,Rus A.,Rus A.,44,233,651,121,1.5,2.5,4-6 4-6 ,WTA500,0.625,0.375,0,1489.1787701950882,1514.2174707416527,-25.03870054656454,1578.0105355635064,1499.75559271735,78.25494284615638
2008-09-19,Hard,Quarterfinals,Peng S.,Craybas J.,Peng S.,40,78,715,452,1.36,3.0,6-4 6-1 ,WTA500,0.6880733944954128,0.3119266055045871,1,1549.059483668394,1501.2279059191817,47.83157774921233,1570.3773407254384,1494.1650931048582,76.21224762058023
2008-09-19,Hard,Quarterfinals,Rus A.,Pin C.,Pin C.,233,88,121,386,2.62,1.44,3-6 3-6 ,WTA500,0.354679802955665,0.645320197044335,0,1529.066388063528,1517.2787307852323,11.787657278295683,1519.299636557096,1516.064485705491,3.2351508516048852
2008-09-19,Hard,Quarterfinals,Zvonareva V.,Knapp K.,Zvonareva V.,9,70,2087,469,1.1,6.5,6-1 6-0 ,WTA500,0.8552631578947368,0.1447368421052631,1,1680.622007617511,1502.9190044337136,177.70300318379736,1707.6076419334747,1520.9436352650323,186.66400666844243
2008-09-19,Hard,Quarterfinals,Paszek T.,Zheng J.,Zheng J.,63,33,515,850,2.75,1.4,2-6 1-6 ,WTA500,0.3373493975903614,0.6626506024096386,0,1652.349059202483,1551.6824699040305,100.66658929845244,1648.5742169829766,1665.1581963320978,-16.583979349121137
2008-09-20,Hard,Semifinals,Peng S.,Pin C.,Peng S.,40,88,715,386,1.33,3.25,6-2 6-1 ,WTA500,0.7096069868995633,0.2903930131004367,1,1562.8705695888539,1533.8213642745325,29.049205314321398,1582.9228667112366,1532.213465602275,50.70940110896163
2008-09-20,Hard,Semifinals,Zheng J.,Zvonareva V.,Zvonareva V.,33,9,850,2087,2.62,1.44,3-6 5-7 ,WTA500,0.354679802955665,0.645320197044335,0,1572.1928233140118,1689.0845670029034,-116.89174368889167,1680.395055350154,1715.7530378180873,-35.3579824679332
2008-09-21,Hard,The Final,Zvonareva V.,Peng S.,Zvonareva V.,9,40,2087,715,1.28,3.6,6-7 6-0 6-2,WTA500,0.7377049180327869,0.2622950819672131,1,1699.8958181163007,1577.5359128542318,122.35990526206888,1730.1303406801171,1596.6040545685557,133.52628611156138
2008-09-16,Hard,1st Round,Nakamura A.,Radwanska A.,Radwanska A.,146,10,222,2076,11.0,1.03,1-6 4-6 ,WTA500,0.085619285120532,0.914380714879468,0,1351.7132110151833,1689.845290941707,-338.1320799265236,1367.3850754678724,1808.4468486422445,-441.0617731743721
2008-09-16,Hard,1st Round,Morita A.,Szavay A.,Morita A.,162,19,194,1299,4.5,1.16,6-7 7-5 6-4,WTA500,0.204946996466431,0.7950530035335689,1,1480.2727222304638,1565.0838770976416,-84.81115486717772,1462.0245831328662,1625.9394377582514,-163.91485462538526
2008-09-16,Hard,1st Round,Kirilenko M.,Bartoli M.,Bartoli M.,27,14,1030,1635,2.75,1.4,2-6 2-6 ,WTA500,0.3373493975903614,0.6626506024096386,0,1528.9326900885187,1643.8431400683673,-114.91044997984864,1593.5571670288666,1672.381523300208,-78.82435627134146
2008-09-16,Hard,1st Round,Cibulkova D.,Mauresmo A.,Cibulkova D.,21,23,1232,1111,1.72,2.0,0-6 6-1 7-6,WTA500,0.5376344086021505,0.4623655913978494,1,1673.0316859856994,1635.084596227972,37.947089757727326,1740.153679446457,1691.395405429158,48.75827401729907
2008-09-16,Hard,1st Round,Wozniak A.,Cornet A.,Cornet A.,41,18,698,1330,3.25,1.33,6-4 3-6 3-6,WTA500,0.2903930131004367,0.7096069868995633,0,1494.8387537581984,1545.404740721485,-50.565986963286605,1505.7081508528377,1703.7877542387453,-198.0796033859076
2008-09-16,Hard,1st Round,Pennetta F.,Peer S.,Pennetta F.,16,35,1530,812,1.44,2.62,6-4 6-4 ,WTA500,0.645320197044335,0.354679802955665,1,1669.2526476893397,1606.5395924983065,62.71305519103316,1710.575875631018,1580.3075228756045,130.26835275541362
2008-09-16,Hard,1st Round,Chakvetadze A.,Kanepi K.,Kanepi K.,13,39,1782,735,1.44,2.62,4-6 6-3 3-6,WTA500,0.645320197044335,0.354679802955665,0,1645.566627404915,1518.1788151706783,127.38781223423666,1651.8870206326224,1569.9702926017924,81.91672803082997
2008-09-16,Hard,1st Round,Schiavone F.,Hantuchova D.,Schiavone F.,28,12,1020,1807,2.1,1.66,6-1 7-5 ,WTA500,0.4414893617021276,0.5585106382978724,1,1570.1404129868756,1627.1479997686126,-57.00758678173702,1595.6474076973598,1635.0604457322033,-39.41303803484357
2008-09-17,Hard,1st Round,Wozniacki C.,Srebotnik K.,Srebotnik K.,17,25,1483,1052,1.36,3.0,1-6 2-6 ,WTA500,0.6880733944954128,0.3119266055045871,0,1749.2759269693809,1600.951928991342,148.32399797803896,1791.1546932376002,1668.0030476826937,123.15164555490651
2008-09-17,Hard,1st Round,Petrova N.,Rezai A.,Petrova N.,20,77,1255,452,1.12,5.5,7-5 6-2 ,WTA500,0.8308157099697885,0.1691842900302115,1,1670.2085983606996,1465.611460672494,204.59713768820552,1736.6385225661782,1433.9640215755028,302.67450099067537
2008-09-17,Hard,1st Round,Sugiyama A.,Razzano V.,Razzano V.,30,37,941,771,1.44,2.62,3-6 2-6 ,WTA500,0.645320197044335,0.354679802955665,0,1621.5487023584951,1576.0387112289018,45.509991129593345,1625.541569703753,1535.927959844585,89.61360985916804
2008-09-17,Hard,1st Round,Kuznetsova S.,Li N.,Kuznetsova S.,7,31,2571,935,1.66,2.1,6-2 1-6 6-3,WTA500,0.5585106382978724,0.4414893617021276,1,1759.79617729606,1708.4250005872111,51.37117670884891,1774.719331030829,1694.0930580565844,80.62627297424456
2008-09-17,Hard,2nd Round,Cibulkova D.,Safina D.,Safina D.,21,5,1232,3357,4.5,1.16,3-6 4-6 ,WTA500,0.204946996466431,0.7950530035335689,0,1687.2910737468364,1782.9095549656047,-95.61848121876824,1753.922903532289,1901.416573569595,-147.49367003730595
2008-09-18,Hard,2nd Round,Dementieva E.,Cornet A.,Dementieva E.,4,18,3430,1330,1.16,4.5,6-0 6-3 ,WTA500,0.7950530035335689,0.204946996466431,1,1780.297387211747,1559.0923947140056,221.2049924977414,1845.702559081698,1711.5406084216772,134.1619506600207
2008-09-18,Hard,2nd Round,Razzano V.,Kanepi K.,Kanepi K.,37,39,771,735,2.1,1.66,4-6 2-6 ,WTA500,0.4414893617021276,0.5585106382978724,0,1594.122618868771,1539.7957661063115,54.326852762459566,1555.965674406419,1589.6743148423263,-33.70864043590723
2008-09-18,Hard,2nd Round,Srebotnik K.,Schiavone F.,Srebotnik K.,25,28,1052,1020,1.57,2.25,6-4 6-3 ,WTA500,0.5890052356020942,0.4109947643979057,1,1623.3957110182296,1588.7424004400625,34.653310578167066,1689.4482317443196,1613.4546993804513,75.99353236386833
2008-09-18,Hard,2nd Round,Bartoli M.,Radwanska A.,Radwanska A.,14,10,1635,2076,2.87,1.38,2-6 3-6 ,WTA500,0.3247058823529411,0.6752941176470588,0,1654.7361877408516,1693.8434203297918,-39.10723258894018,1684.8125526390484,1810.7883515776696,-125.97579893862121
2008-09-18,Hard,2nd Round,Jankovic J.,Pennetta F.,Jankovic J.,2,16,3965,1530,1.14,5.0,6-2 6-1 ,WTA500,0.8143322475570033,0.1856677524429967,1,1776.284541119091,1682.3955666403206,93.88897447877048,1862.2172848809819,1720.8429597002696,141.37432518071228
2008-09-18,Hard,2nd Round,Morita A.,Kuznetsova S.,Kuznetsova S.,162,7,194,2571,10.0,1.04,1-6 1-6 ,WTA500,0.0942028985507246,0.9057971014492752,0,1500.1026484491226,1773.4475376302732,-273.3448891811506,1485.0588284569683,1787.0715996848355,-302.01277122786723
2008-09-18,Hard,2nd Round,Petrova N.,Ivanovic A.,Petrova N.,20,3,1255,3532,2.25,1.57,6-1 1-6 6-2,WTA500,0.4109947643979057,0.5890052356020942,1,1677.7431887472464,1760.8019465389789,-83.05875779173243,1741.4070555019948,1824.5033733294129,-83.09631782741803
2008-09-19,Hard,Quarterfinals,Jankovic J.,Kuznetsova S.,Kuznetsova S.,2,7,3965,2571,1.44,2.62,6-2 5-7 5-7,WTA500,0.645320197044335,0.354679802955665,0,1788.063057319642,1778.9425155054605,9.120541814181479,1872.043778276759,1791.8556109012748,80.18816737548423
2008-09-19,Hard,Quarterfinals,Petrova N.,Radwanska A.,Petrova N.,20,10,1255,2076,2.25,1.57,6-3 6-0 ,WTA500,0.4109947643979057,0.5890052356020942,1,1697.4969467965539,1708.050033203556,-10.553086407002183,1761.1624480074177,1821.2284934656072,-60.06604545818959
2008-09-19,Hard,Quarterfinals,Dementieva E.,Srebotnik K.,Srebotnik K.,4,25,3430,1052,1.2,4.33,3-6 4-6 ,WTA500,0.783001808318264,0.2169981916817359,0,1787.2952403096417,1637.8051379982471,149.4901023113946,1855.813988020245,1702.0033617298484,153.8106262903966
2008-09-19,Hard,Quarterfinals,Safina D.,Kanepi K.,Safina D.,5,39,3357,735,1.12,5.5,6-4 6-7 6-2,WTA500,0.8308157099697885,0.1691842900302115,1,1794.6140666922122,1558.2774174890685,236.33664920314368,1911.0048582847776,1604.1268271042668,306.8780311805108
2008-09-20,Hard,Semifinals,Srebotnik K.,Kuznetsova S.,Kuznetsova S.,25,7,1052,2571,2.62,1.44,6-7 2-6 ,WTA500,0.354679802955665,0.645320197044335,0,1660.2938500795733,1795.3624355243737,-135.06858544480042,1724.6574751713192,1811.4842098979855,-86.82673472666625
2008-09-20,Hard,Semifinals,Safina D.,Petrova N.,Safina D.,5,20,3357,1255,1.61,2.2,6-1 6-0 ,WTA500,0.5774278215223098,0.4225721784776903,1,1801.1473481169292,1713.9827849842745,87.16456313265462,1915.6760309312076,1779.901358200737,135.77467273047068
2008-09-21,Hard,The Final,Kuznetsova S.,Safina D.,Safina D.,7,5,2571,3357,2.75,1.44,1-6 3-6 ,WTA500,0.3436754176610979,0.6563245823389022,0,1805.4378024334242,1813.2154202777438,-7.777617844319593,1823.566903586047,1925.7233609385146,-102.15645735246767
2008-09-22,Hard,1st Round,Medina Garrigues A.,Wozniacki C.,Medina Garrigues A.,27,17,966,1483,3.75,1.25,7-6 6-4 ,WTA1000,0.25,0.75,1,1530.2284382823239,1726.8321449424932,-196.60370666016934,1647.8618815877737,1769.7095091759743,-121.84762758820057
2008-09-22,Hard,1st Round,Dulko G.,Hantuchova D.,Hantuchova D.,47,13,621,1770,4.33,1.2,3-6 1-6 ,WTA1000,0.2169981916817359,0.783001808318264,0,1474.329852873213,1608.5460123154257,-134.21615944221276,1558.4664917237606,1617.2531540491118,-58.786662325351244
2008-09-22,Hard,1st Round,Cibulkova D.,Mauresmo A.,Cibulkova D.,20,25,1257,1042,1.66,2.1,3-6 6-4 6-3,WTA1000,0.5585106382978724,0.4414893617021276,1,1675.586562020229,1620.825208466835,54.761353553393974,1744.3346188171063,1677.6261813433262,66.70843747378012
2008-09-23,Hard,1st Round,Li N.,Schiavone F.,Schiavone F.,29,23,936,1079,1.36,3.0,1-6 6-7 ,WTA1000,0.6880733944954128,0.3119266055045871,0,1694.773640252998,1574.332973460045,120.44066679295292,1681.7407894025778,1600.8995693949225,80.84122000765524
2008-09-23,Hard,1st Round,Wozniak A.,Razzano V.,Wozniak A.,39,36,714,830,1.66,2.1,6-7 7-5 6-4,WTA1000,0.5585106382978724,0.4414893617021276,1,1481.1510997656778,1575.640967486014,-94.48986772033618,1497.9552966699057,1541.5131621444787,-43.557865474572964
2008-09-23,Hard,1st Round,Yan Z.,Sugiyama A.,Sugiyama A.,99,28,347,941,3.25,1.33,3-6 4-6 ,WTA1000,0.2903930131004367,0.7096069868995633,0,1473.629957839363,1603.4647947186259,-129.83483687926287,1418.635929718531,1605.503855141919,-186.867925423388
2008-09-23,Hard,1st Round,Tanasugarn T.,Srebotnik K.,Tanasugarn T.,38,21,757,1187,5.0,1.14,6-4 7-5 ,WTA1000,0.1856677524429967,0.8143322475570033,1,1455.442521533544,1650.2184831705229,-194.77596163697876,1605.4880763773724,1712.5747814832578,-107.08670510588536
2008-09-23,Hard,1st Round,Peng S.,Kudryavtseva A.,Kudryavtseva A.,41,82,690,432,1.4,2.75,5-7 4-6 ,WTA1000,0.6626506024096386,0.3373493975903614,0,1566.9488338899152,1436.9957376558184,129.95309623409685,1586.4673002656339,1459.2642266560279,127.20307360960601
2008-09-23,Hard,1st Round,Cornet A.,Zhang S.,Cornet A.,19,224,1389,128,1.08,7.0,6-1 3-6 7-6,WTA1000,0.8663366336633663,0.1336633663366336,1,1552.094541616111,1406.1894084399585,145.9051331761525,1701.4291794831302,1395.7306963180058,305.69848316512434
2008-09-23,Hard,1st Round,Benesova I.,Chakvetadze A.,Chakvetadze A.,42,12,670,1782,3.5,1.28,4-6 5-7 ,WTA1000,0.2677824267782427,0.7322175732217574,0,1502.259313175278,1623.9496764692817,-121.69036329400365,1551.9111200907034,1632.1829983920884,-80.27187830138496
2008-09-23,Hard,1st Round,Szavay A.,Shvedova Y.,Szavay A.,26,106,1025,334,1.5,2.5,6-4 6-3 ,WTA1000,0.625,0.375,1,1545.2539508789828,1391.424249912967,153.8297009660157,1602.9051924341493,1398.021032615155,204.88415981899425
2008-09-24,Hard,1st Round,Radwanska A.,Zheng J.,Zheng J.,10,30,2146,915,1.5,2.5,2-6 3-6 ,WTA1000,0.625,0.375,0,1691.5641950158354,1561.3815722006145,130.18262281522084,1802.489583272288,1666.0177524881242,136.47183078416379
2008-09-24,Hard,2nd Round,Hantuchova D.,Tanasugarn T.,Hantuchova D.,13,38,1770,757,1.4,2.75,6-1 0-6 7-5,WTA1000,0.6626506024096386,0.3373493975903614,1,1618.6552831102001,1479.5774030826426,139.0778800275575,1630.5714709595488,1626.2691513392779,4.302319620270964
2008-09-24,Hard,2nd Round,Wozniak A.,Jankovic J.,Jankovic J.,39,2,714,3885,7.0,1.08,3-6 5-7 ,WTA1000,0.1336633663366336,0.8663366336633663,0,1501.398317611404,1771.6431373007288,-270.2448196893247,1515.9507668152944,1852.4151792800483,-336.4644124647539
2008-09-25,Hard,2nd Round,Kuznetsova S.,Kudryavtseva A.,Kuznetsova S.,7,82,2870,432,1.11,6.0,6-2 6-3 ,WTA1000,0.8438818565400843,0.1561181434599156,1,1789.7959151540254,1458.7159952680827,331.0799198859427,1812.1403390771598,1480.8737171626447,331.2666219145151
2008-09-25,Hard,2nd Round,Sugiyama A.,Zheng J.,Zheng J.,28,30,941,915,3.5,1.28,1-6 2-6 ,WTA1000,0.2677824267782427,0.7322175732217574,0,1613.7492876275946,1583.1110466791147,30.63824094847996,1613.6421254151087,1687.9980632616391,-74.35593784653042
2008-09-25,Hard,2nd Round,Cibulkova D.,Chakvetadze A.,Cibulkova D.,20,12,1257,1782,1.61,2.2,6-3 6-2 ,WTA1000,0.5774278215223098,0.4225721784776903,1,1689.085386302612,1634.5640777983358,54.52130850427625,1757.2997833683567,1644.5507428386704,112.74904052968623
2008-09-25,Hard,2nd Round,Schiavone F.,Zvonareva V.,Zvonareva V.,23,9,1079,2167,3.25,1.33,6-7 2-6 ,WTA1000,0.2903930131004367,0.7096069868995633,0,1595.6674803028538,1710.4828970806172,-114.8154167777634,1620.5566835959835,1740.267094983039,-119.7104113870555
2008-09-25,Hard,2nd Round,Medina Garrigues A.,Szavay A.,Medina Garrigues A.,27,26,966,1025,1.72,2.0,6-2 6-2 ,WTA1000,0.5376344086021505,0.4623655913978494,1,1554.425565297439,1554.5991109627355,-0.1735456652963876,1669.2539010207229,1610.430269254169,58.823631766553945
2008-09-25,Hard,2nd Round,Cornet A.,Ivanovic A.,Ivanovic A.,19,4,1389,3533,3.0,1.36,1-6 6-7 ,WTA1000,0.3119266055045871,0.6880733944954128,0,1561.744345782757,1741.0481884896715,-179.30384270691457,1706.127504754446,1804.74798082399,-98.62047606954411
2008-09-26,Hard,Quarterfinals,Zheng J.,Ivanovic A.,Zheng J.,30,4,915,3533,2.37,1.53,7-6 2-6 6-4,WTA1000,0.3923076923076922,0.6076923076923076,1,1600.518343800863,1749.453511810589,-148.93516800972588,1700.6251838952826,1816.3245098038021,-115.69932590851954
2008-09-26,Hard,Quarterfinals,Cibulkova D.,Kuznetsova S.,Kuznetsova S.,20,7,1257,2870,3.25,1.33,2-6 4-6 ,WTA1000,0.2903930131004367,0.7096069868995633,0,1702.5949960924534,1793.9382476085377,-91.34325151608436,1768.28240366604,1816.2787974257196,-47.99639375967968
